Doc;Adjacency Word Frequency List
661;{'SURVIVAL': 7, 'RATES': 2, 'PATIENTS': 5, 'SUFFERING': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'OBSERVED': 2, 'JANUARY': 1, 'JUNE': 1, 'RECORDED': 2, 'DIVIDED': 1, 'FIVE': 1, 'GROUPS': 2, 'ACCORDING': 1, 'SYMPTOMS': 4, 'PRESENT': 1, 'TIME': 1, 'DIAGNOSIS': 2, 'SEPARATELY': 1, 'GROUP': 4, 'LESS': 1, 'GOOD': 1, 'PRESENTING': 3, 'INITIALLY': 2, 'PULMONARY': 2, 'COMPARED': 1, 'GASTROINTESTINAL': 1, 'MECONIUM': 1, 'ILEUS': 1, 'POOR': 2, 'LATER': 1, 'COURSE': 1, 'DISEASE': 2, 'BECAME': 1, 'SIMILAR': 1, 'DIFFERENCES': 1, 'DIFFERENT': 2, 'CATEGORIES': 1, 'OCCURRED': 1, 'FIRST': 1, 'TWO': 1, 'YEARS': 1, 'STUDY': 1, 'SHOWS': 1, 'CLINICAL': 1, 'GROUNDS': 1, 'SEVERE': 1, 'FORM': 2, 'CHARACTERIZED': 1, 'EARLY': 1, 'MANIFESTATION': 1, 'DISTINGUISHED': 1, 'PROTRACTED': 1, 'BETTER': 1, 'GREAT': 1, 'INTER': 1, 'INDIVIDUAL': 1, 'VARIABILITY': 1, 'LARGE': 1, 'NUMBERS': 2, 'EVALUATED': 1, 'ORDER': 1, 'ACHIEVE': 1, 'STATISTICALLY': 1, 'SIGNIFICANT': 1, 'RESULTS': 1, 'STUDIES': 1, 'ATTEMPT': 1, 'COMPARE': 2, 'THERAPEUTIC': 1, 'APPROACHES': 1, 'CANNOT': 1, 'REACHED': 1, 'MAY': 1, 'NECESSARY': 1, 'BELONG': 1, 'SYMPTOMATIC': 1, 'CATEGORY': 1}
662;{'CHILDREN': 2, 'CYSTIC': 1, 'FIBROSIS': 1, 'SUBDIVIDED': 1, 'THREE': 1, 'GROUPS': 1, 'AGE': 2, 'STUDIED': 1, 'TREATMENT': 2, 'LYOPHILIZED': 1, 'PANCREAS': 1, 'COMPARED': 1, 'CONTROLS': 1, 'CHARACTERIZED': 1, 'LOWER': 1, 'PHOSPHOLIPID': 1, 'CHOLESTEROL': 1, 'POLYUNSATURATED': 3, 'FATTY': 3, 'ACID': 2, 'PLASMA': 1, 'CONCENTRATIONS': 1, 'REDUCED': 1, 'COEFFICIENT': 2, 'FAT': 2, 'ABSORPTION': 2, 'TENDED': 1, 'TOWARDS': 1, 'NORMALIZATION': 1, 'VALUES': 1, 'ACIDS': 1, 'INCREASED': 1, 'NORMALS': 1, 'SIGNIFICANT': 1, 'CORRELATIONS': 1, 'EXISTING': 1, 'PERCENTAGE': 2, 'NEUTRAL': 1, 'LIPIDS': 1, 'SUGGESTS': 1, 'USE': 1, 'LATTER': 1, 'INDEX': 1, 'STAGE': 1, 'MALABSORPTION': 1}
663;{'SINCE': 1, 'TUBERCULOSIS': 1, 'STILL': 1, 'SIGNIFICANT': 1, 'THREAT': 1, 'FAMILY': 1, 'PHYSICIAN': 1, 'NEEDS': 1, 'FAMILIAR': 1, 'METHODS': 1, 'DIAGNOSIS': 1, 'TREATMENT': 1, 'AMONG': 1, 'ENTITIES': 1, 'DISCUSSED': 1, 'ATYPICAL': 1, 'MYCOBACTERIOSIS': 1, 'SARCOIDOSIS': 1, 'CYSTIC': 1, 'FIBROSIS': 1}
664;{'CONSANGUINITY': 1, 'PARENTS': 2, 'BORN': 1, 'FRANCE': 2, 'INDIVIDUALS': 2, 'RECESSIVE': 2, 'DISEASE': 2, 'STUDIED': 2, 'FREQUENCY': 2, 'FIRST': 3, 'COUSIN': 3, 'MARRIAGES': 1, 'LESS': 1, 'GENERAL': 2, 'FRENCH': 1, 'POPULATION': 2, 'AMONG': 1, 'AFFECTED': 1, 'FOLLOWING': 1, 'FREQUENCIES': 1, 'MATINGS': 1, 'OBSERVED': 1, 'CYSTIC': 4, 'FIBROSIS': 4, 'CYSTINOSIS': 4, 'NEPHRONOPHTISIS': 1, 'SPINAL': 2, 'MUSCULAR': 2, 'ATROPHY': 2, 'ALBINISM': 2, 'ACHROMATOPSIA': 1, 'HETEROGENEOUS': 1, 'CONDITIONS': 1, 'INCREASE': 1, 'MARRIAGE': 1, 'RELATIVE': 1, 'MUCH': 1, 'GREATER': 1, 'EXPECTED': 1, 'RARE': 1, 'FREQUENT': 1, 'DISORDER': 1, 'INBREEDING': 1, 'ALSO': 1, 'COMPUTING': 1, 'DISTANCE': 2, 'PARENTAL': 1, 'BIRTH': 1, 'PLACES': 1, 'SMALLER': 1}
665;{'APPARENT': 1, 'FREQUENCY': 2, 'RECESSIVE': 1, 'AUTOSOMAL': 1, 'ALLELE': 2, 'CYSTIC': 1, 'FIBROSIS': 1, 'HIGH': 1, 'SATISFACTORILY': 1, 'EXPLAINED': 1, 'MUTATION': 1, 'EQUILIBRIUM': 1, 'HOWEVER': 2, 'HIGHER': 2, 'REPRODUCTIVE': 1, 'FITNESS': 1, 'HETEROZYGOTES': 1, 'EXPRESSED': 2, 'GREATER': 2, 'GAMETIC': 1, 'VIABILITY': 1, 'PROVIDE': 1, 'REASONABLE': 1, 'EXPLANATIONS': 1, 'PRESENT': 1, 'FURTHERMORE': 1, 'BIRTH': 1, 'REPLACEMENT': 1, 'FAMILIES': 1, 'CHILDREN': 1, 'RPE': 2, 'ACCOUNT': 1, 'ESTIMATED': 1, 'HISTORICAL': 1, 'VALUES': 1, 'TODAY': 1, 'PROBABLY': 1, 'APPROACHING': 1, 'ZERO': 1, 'RESULT': 1, 'DISCONTINUATION': 1, 'FUTURE': 1, 'LOOK': 1, 'IMPERCEPTIBLY': 1, 'SLOW': 2, 'DECREASE': 2, 'INCIDENCE': 2, 'REPRODUCTION': 1, 'FEMALES': 1, 'CAUSE': 1, 'INCREASE': 1, 'SLIGHTLY': 1, 'RATE': 1}
666;{'USE': 1, 'ELECTRON': 1, 'MICROSCOPY': 1, 'METHOD': 1, 'DIAGNOSIS': 1, 'DISEASE': 3, 'CULTURED': 4, 'SKIN': 2, 'FIBROBLASTS': 4, 'AMNIOTIC': 2, 'FLUID': 2, 'PRESENTED': 1, 'DEMONSTRATED': 1, 'TAY': 1, 'SACHS': 1, 'FABRY': 1, 'METACHROMATIC': 1, 'LEUKODYSTROPHY': 1, 'DISTINCTIVE': 1, 'ABNORMALITIES': 1, 'SHOWN': 1, 'CONTROL': 1, 'CULTURING': 1, 'CONDITIONS': 1, 'MADE': 1, 'POSSIBLE': 1, 'DISTINGUISH': 1, 'NORMAL': 1, 'CELL': 2, 'LINES': 2, 'CERTAIN': 1, 'CARRYING': 1, 'KNOWN': 1, 'GENETIC': 1, 'DISEASES': 1}
667;{'CAROTID': 10, 'BODIES': 8, 'PATIENTS': 8, 'RANGING': 1, 'AGE': 2, 'WEEKS': 1, 'GESTATION': 1, 'YEARS': 1, 'OBTAINED': 1, 'AUTOPSY': 1, 'DIVIDED': 1, 'TWO': 3, 'GROUPS': 1, 'BASED': 1, 'PRESENCE': 1, 'ABSENCE': 1, 'CHRONIC': 3, 'HYPOXEMIA': 3, 'HIGH': 1, 'CORRELATION': 2, 'WEIGHT': 5, 'INDIVIDUAL': 1, 'CASE': 1, 'AMONG': 1, 'EIGHT': 3, 'HEAVIER': 1, 'PREDICTED': 1, 'STATISTICAL': 1, 'ANALYSIS': 1, 'SIX': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'CYANOTIC': 1, 'HEART': 1, 'DISEASE': 1, 'MORPHOMETRIC': 1, 'CELL': 2, 'POPULATION': 2, 'ANALYSES': 1, 'CONTROL': 2, 'INDICATED': 1, 'ENLARGEMENT': 1, 'NORMAL': 1, 'ABNORMAL': 1, 'GROWTH': 2, 'RESULTS': 1, 'PROPORTIONATE': 1, 'INCREASES': 1, 'LOBULE': 1, 'PARENCHYMA': 1, 'STROMA': 1, 'ALSO': 1, 'INCREASE': 2, 'WIDTH': 1, 'LENGTH': 2, 'LOBULES': 1, 'WITHOUT': 2, 'DIAMETER': 1, 'CORDS': 1, 'CHANGE': 1, 'SIZE': 1, 'PROPORTION': 1, 'CHIEF': 1, 'CELLS': 1, 'DEVELOPMENT': 1, 'STUDIED': 1, 'GROUP': 1, 'SEX': 1, 'RELATED': 1, 'DIFFERENCES': 1, 'BODY': 5, 'WEIGHTS': 1, 'COMBINED': 2, 'CORRELATED': 1, 'STRONGLY': 1, 'ALTHOUGH': 1, 'REGRESSION': 1, 'EQUATION': 1, 'REFLECTING': 1, 'DATA': 1, 'RELATING': 1, 'LEUKEMIC': 1, 'INFILTRATES': 1, 'PRESENT': 3, 'ACUTE': 1, 'LYMPHOCYTIC': 2, 'LEUKEMIA': 1, 'DIFFUSE': 1, 'INFILTRATION': 1, 'NODULE': 1, 'FORMATION': 1, 'ONE': 2, 'PATIENT': 2, 'MENTAL': 1, 'RETARDATION': 1, 'METAPLASTIC': 1, 'CARTILAGE': 1}
668;{'LYMPHOCYTE': 3, 'RESPONSES': 2, 'MITOGENS': 1, 'PHYTOHEMAGGLUTININ': 1, 'CONCANAVALIN': 1, 'STREPTOCOCCUS': 1, 'PYOGENES': 1, 'STAPHYLOCOCCUS': 1, 'AUREUS': 1, 'HAEMOPHILUS': 1, 'INFLUENZAE': 1, 'PSEUDOMONAS': 1, 'AERUGINOSA': 2, 'EVALUATED': 1, 'PATIENTS': 2, 'CYSTIC': 2, 'FIBROSIS': 2, 'NORMAL': 1, 'INDIVIDUALS': 1, 'PROLIFERATION': 1, 'VITRO': 2, 'STIMULATED': 1, 'GENTAMICIN': 1, 'KILLED': 2, 'WHOLE': 1, 'BACTERIA': 2, 'PROLIFERATIVE': 1, 'RESPONSE': 2, 'MEASURED': 1, 'THYMIDINE': 2, 'INCORPORATION': 2, 'ANTIBIOTIC': 1, 'BACTERIAL': 1, 'REACHED': 1, 'MAXIMUM': 1, 'DAYS': 1, 'CULTURE': 1, 'FOLLOWED': 1, 'UNIMODAL': 1, 'DOSE': 1, 'CURVE': 1, 'STUDIED': 1, 'SIGNIFICANT': 1, 'SPECIFIC': 1, 'INCAPACITY': 1, 'RESPOND': 1, 'DETECTED': 1, 'ADVANCED': 1, 'CLINICAL': 1, 'DISEASE': 1}
669;{'PHOSPHOLIPASE': 3, 'LYSOLECITHINASE': 2, 'LYSOLECITHIN': 6, 'ACYLTRANSFERASE': 2, 'PRESENT': 3, 'AIRWAY': 2, 'SECRETIONS': 4, 'PATIENTS': 3, 'ASTHMA': 2, 'CYSTIC': 1, 'FIBROSIS': 1, 'ALVEOLAR': 3, 'PROTEINOSIS': 2, 'ASSAYS': 1, 'ENZYMES': 4, 'CONDITIONS': 1, 'EXTRACTS': 1, 'HUMAN': 1, 'POLYMORPHONUCLEAR': 1, 'LEUKOCYTES': 1, 'MACROPHAGES': 1, 'PIG': 1, 'TRACHEAL': 1, 'MUCOSA': 1, 'INDICATED': 1, 'EXTRACELLULAR': 2, 'PROBABLY': 1, 'DERIVED': 1, 'CELL': 1, 'TYPES': 1, 'ALTHOUGH': 1, 'THREE': 2, 'DISEASES': 1, 'LARGE': 3, 'AMOUNTS': 2, 'PALMITOYL': 1, 'FREE': 3, 'FATTY': 3, 'ACIDS': 3, 'DIPALMITOYL': 2, 'LECITHIN': 2, 'FOUND': 2, 'AMOUNT': 2, 'SUFFICIENT': 1, 'INHIBIT': 1, 'FINDINGS': 1, 'SUGGEST': 1, 'RESULTS': 1, 'REMODELLING': 1, 'POSSIBLE': 1, 'DELIPIDATION': 1, 'PURIFY': 1, 'HOMOGENEITY': 1, 'STABLE': 1, 'ENZYME': 1, 'APPARENT': 1, 'MOLECULAR': 1, 'WEIGHT': 1, 'ESTIMATED': 1, 'SDS': 1, 'MERCAPTOETHANOL': 1, 'GEL': 1, 'ELECTROPHORESIS': 1}
670;{'WIDELY': 1, 'RECOGNIZED': 1, 'IMMUNOGLOBULINS': 1, 'CARRIERS': 1, 'ANTIBODY': 1, 'ACTIVITY': 1, 'PLAY': 1, 'IMPORTANT': 1, 'ROLE': 1, 'DEFENSE': 1, 'INDIVIDUAL': 1, 'INFECTIONS': 1, 'KNOWN': 1, 'CASES': 1, 'KAPPA': 2, 'LAMBDA': 2, 'LIGHT': 1, 'CHAIN': 1, 'TYPE': 2, 'IMMUNOGLOBULIN': 2, 'DEFICIENCIES': 2, 'HETEROGENOUS': 1, 'REGARD': 1, 'CLINICAL': 1, 'IMMUNOLOGICAL': 1, 'FINDINGS': 1, 'ALSO': 1, 'NUMBER': 1, 'SIMILARITIES': 1, 'MAY': 1, 'SUGGEST': 1, 'COMMON': 1, 'UNDERLYING': 1, 'FACTORS': 1, 'ACCURATE': 1, 'INVESTIGATION': 1, 'ADDITIONAL': 1, 'PATIENTS': 1, 'AVAILABLE': 1, 'PROVIDE': 1, 'INSIGHT': 1, 'BASIS': 1}
671;{'NETHERLANDS': 1, 'RETROSPECTIVE': 1, 'STUDY': 2, 'PREVALENCE': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'BIRTH': 3, 'PERFORMED': 1, 'MEANS': 1, 'INQUIRY': 1, 'SET': 1, 'AMONG': 1, 'MEDICAL': 1, 'SPECIALISTS': 2, 'PAEDIATRICIANS': 1, 'LUNG': 1, 'PATHOLOGISTS': 1, 'ANALYSIS': 1, 'HOSPITAL': 1, 'ADMISSION': 1, 'DATA': 2, 'DEATH': 1, 'CERTIFICATES': 1, 'NATIONAL': 1, 'FOUNDATION': 1, 'CONFINED': 1, 'YEARS': 1, 'TOTAL': 1, 'LIVE': 1, 'BIRTHS': 1, 'INFANTS': 1, 'CHILDREN': 1, 'FOUND': 1, 'LIST': 1, 'STUDIES': 1, 'FREQUENCY': 1, 'CAUCASIAN': 1, 'POPULATIONS': 1, 'PRESENTED': 1, 'APPENDIX': 1, 'SEASONAL': 1, 'TREND': 1, 'EXPRESSION': 1, 'GENE': 1, 'EITHER': 1, 'WITHOUT': 1, 'MECONIUM': 1, 'ILEUS': 1, 'NOTED': 1}
672;{'IMMEDIATE': 3, 'HYPERSENSITIVITY': 2, 'REACTIONS': 2, 'OCCUR': 1, 'INDIVIDUALS': 2, 'EXPOSED': 1, 'POWDERED': 1, 'PANCREATIC': 2, 'EXTRACTS': 3, 'PATIENTS': 2, 'CYSTIC': 2, 'FIBROSIS': 2, 'PATENTS': 2, 'WWER': 1, 'STUDIED': 1, 'EVIDENCE': 2, 'SENSITIZATION': 1, 'SENSITIVITY': 1, 'HISTORY': 2, 'SKIN': 2, 'TESTING': 2, 'INFREQUENT': 1, 'CHILDREN': 1, 'HOWEVER': 1, 'EITHER': 1, 'CRUDE': 1, 'INACTIVATED': 1, 'TRYPSIN': 1, 'CORRELATED': 1, 'WELL': 1, 'CLINICAL': 1, 'SYMPTOMS': 1, 'IGE': 1, 'MEDIATION': 1, 'SENSITIZED': 1, 'DEMONSTRATED': 1, 'ANTIGEN': 1, 'INDUCED': 1, 'HISTAMINE': 1, 'RELEASE': 1, 'LEUKOCYTES': 1, 'PASSIVE': 1, 'TRANSFER': 1, 'STUDIES': 1, 'RESPONSE': 1, 'INHALATION': 1, 'CHALLENGE': 1}
673;{'ORAL': 3, 'CONDITIONS': 1, 'PATIENTS': 5, 'TREATED': 1, 'CYSTIC': 3, 'FIBROSIS': 3, 'EVALUATED': 1, 'GROUPED': 1, 'AGE': 1, 'ASPECTS': 1, 'COMPARED': 1, 'SMALL': 1, 'CONTROL': 2, 'GROUP': 4, 'SIBLINGS': 1, 'PATIENT': 2, 'LOWERED': 1, 'INCIDENCE': 1, 'PLAQUE': 4, 'LESS': 1, 'GINGIVAL': 2, 'DISEASE': 3, 'EVERY': 1, 'PERSON': 1, 'AMOUNT': 1, 'CALCULUS': 1, 'FORMATION': 1, 'MINIMAL': 2, 'REASONS': 1, 'FINDING': 1, 'COULD': 2, 'RELATED': 1, 'SEVERAL': 1, 'FACTORS': 1, 'INCLUDING': 1, 'LIFE': 1, 'LONG': 1, 'USE': 1, 'VARIOUS': 1, 'ANTIBIOTIC': 1, 'AGENTS': 1, 'CHEWING': 1, 'DIGESTIVE': 1, 'ENZYME': 1, 'SUPPLEMENTS': 1, 'EFFECT': 2, 'MEDICAL': 1, 'MANAGEMENT': 1, 'TOOTH': 4, 'HARDNESS': 1, 'STAINED': 2, 'TEETH': 2, 'POSSIBLE': 2, 'TETRACYCLINE': 3, 'DEPOSITION': 2, 'MICROORGANISMS': 1, 'APPEARS': 1, 'THERAPY': 1, 'BENEFICIAL': 1, 'PERIODONTAL': 1, 'HEALTH': 1, 'MUCH': 1, 'STUDY': 1, 'NEEDED': 1, 'UNDERSTAND': 1, 'INTERRELATIONSHIP': 1, 'ALTERED': 3, 'ENVIRONMENT': 1, 'SALIVARY': 1, 'CHANGES': 1, 'MICROBIAL': 1, 'FLORA': 1, 'ANTIBIOTICS': 1, 'ENZYMES': 1, 'EVEN': 1, 'SURFACES': 1, 'FOUND': 1, 'ONE': 1, 'HABITS': 2, 'MOBILITY': 1, 'ASSOCIATED': 2, 'TENSION': 1, 'CLUBBED': 1, 'FINGERS': 1, 'INDICATING': 1, 'PULMONARY': 1, 'COMPROMISE': 1, 'POSSIBLY': 1, 'SEVERE': 1, 'PROCESS': 1, 'APPEAR': 1, 'EITHER': 1, 'SEVERITY': 1, 'GINGIVITIS': 1, 'RELATIONSHIP': 1, 'STAINING': 1, 'PINPOINTED': 1}
674;{'THEORETICAL': 1, 'RELATIONSHIPS': 2, 'AMONG': 1, 'NUMBER': 1, 'PARAMETERS': 2, 'DERIVED': 1, 'IDEALIZED': 1, 'TIMED': 1, 'VITAL': 2, 'CAPACITY': 2, 'TVC': 3, 'MAXIMAL': 1, 'EXPIRATORY': 1, 'FLOW': 2, 'VOLUME': 1, 'MEFV': 3, 'CURVES': 2, 'DETERMINE': 1, 'MINIMAL': 1, 'SET': 1, 'INDEPENDENT': 2, 'NORMAL': 1, 'PEDIATRIC': 1, 'SUBJECTS': 1, 'CYSTIC': 1, 'FIBROSIS': 1, 'STUDIED': 1, 'VERIFY': 1, 'EXPERIMENTALLY': 1, 'AVERAGE': 1, 'MIDDLE': 1, 'HALF': 1, 'FEF': 4, 'FORCED': 1, 'FVC': 3, 'FLOWS': 1, 'VARIOUS': 1, 'EXHALED': 1, 'PERCENTAGES': 1, 'WELL': 1, 'MOMENTS': 2, 'COMPUTED': 1, 'MEAN': 2, 'TRANSIT': 1, 'TIME': 1, 'MTT': 2, 'INDEX': 1, 'DISPERSION': 1, 'ALSO': 1, 'CALCULATED': 1, 'MINIMUM': 1, 'INFORMATION': 1, 'NEEDED': 1, 'DETECT': 1, 'PULMONARY': 1, 'MECHANICAL': 1, 'CHANGES': 1, 'ASSOCIATED': 1, 'OBSTRUCTIVE': 1, 'LUNG': 1, 'DISEASE': 1, 'REQUIRES': 1, 'LEAST': 1, 'TWO': 1, 'REPRODUCIBLE': 1, 'MEASURES': 1, 'ONE': 1, 'RELATED': 1, 'SLOPE': 1, 'SHAPE': 1, 'EFFORT': 1, 'PORTION': 1, 'CURVE': 1}
675;{'ALPHA': 10, 'MACROGLOBULIN': 9, 'PURIFIED': 1, 'PLASMA': 1, 'OBTAINED': 3, 'THREE': 2, 'HEALTHY': 1, 'CONTROLS': 1, 'PATIENTS': 4, 'CYSTIC': 6, 'FIBROSIS': 6, 'NORMAL': 6, 'PATIENT': 1, 'PREPARATIONS': 4, 'INDISTINGUISHABLE': 1, 'ANTIGENICALLY': 1, 'ABSORPTION': 1, 'SPECTRA': 1, 'COMPETITIVE': 1, 'INHIBITION': 1, 'HYDROLYSIS': 1, 'BENZOYL': 1, 'ARGININE': 1, 'ETHYL': 1, 'ESTER': 1, 'BOVINE': 2, 'TRYPSIN': 5, 'OBSERVED': 1, 'VALUE': 1, 'COMPARED': 1, 'VALUES': 1, 'COMPLEX': 1, 'PROTEIN': 1, 'GEL': 2, 'CHROMATOGRAPHY': 2, 'PREINCUBATED': 2, 'MOLAR': 1, 'RATIOS': 1, 'REVEALED': 1, 'FORMATION': 2, 'FRAGMENTS': 4, 'MACROGLOBULINS': 1, 'SHOWN': 1, 'SODIUM': 2, 'DODECYL': 2, 'SULFATE': 2, 'TETRAMERS': 1, 'NONCOVALENTLY': 1, 'BOUND': 1, 'REDUCTION': 1, 'ALKYLATION': 1, 'MONOMERS': 2, 'FOUND': 1, 'SINGLE': 2, 'POLYPEPTIDE': 1, 'CHAIN': 1, 'PREINCUBATING': 1, 'APPROXIMATELY': 1, 'HALF': 1, 'MOLECULAR': 1, 'WEIGHT': 1, 'INTACT': 2, 'MONOMER': 1, 'MAJOR': 1, 'COMPONENT': 1, 'IDENTICAL': 1}
676;{'ROLE': 1, 'VITAMIN': 11, 'HUMAN': 1, 'NUTRITION': 1, 'STUDIED': 1, 'INVESTIGATION': 1, 'PATIENTS': 7, 'CYSTIC': 1, 'FIBROSIS': 1, 'ASSOCIATED': 2, 'PANCREATIC': 2, 'INSUFFICIENCY': 1, 'STATUS': 1, 'ASSESSED': 2, 'MEASUREMENT': 2, 'PLASMA': 4, 'CONCENTRATION': 2, 'PRINCIPAL': 1, 'CIRCULATING': 1, 'ISOMER': 1, 'ALPHA': 3, 'TOCOPHEROL': 6, 'RESULTS': 1, 'DETERMINATIONS': 1, 'PANCREATOGENIC': 1, 'STEATORRHEA': 1, 'REVEALED': 1, 'DEFICIENT': 4, 'EXTENT': 1, 'DECREASED': 1, 'VARIED': 1, 'MARKEDLY': 1, 'CORRELATED': 1, 'INDICES': 2, 'INTESTINAL': 1, 'MALABSORPTION': 1, 'SERUM': 1, 'CAROTENE': 1, 'PERCENTAGE': 1, 'DIETARY': 1, 'FAT': 1, 'ABSORBED': 1, 'SUPPLEMENTATION': 3, 'TIMES': 1, 'RECOMMENDED': 1, 'DAILY': 2, 'ALLOWANCE': 1, 'WATER': 2, 'MISCIBLE': 2, 'FORM': 2, 'INCREASED': 1, 'CONCENTRATIONS': 1, 'NORMAL': 3, 'EVALUATED': 1, 'STUDIES': 1, 'EFFECTS': 2, 'DEFICIENCY': 3, 'FOCUSED': 1, 'POSSIBLE': 1, 'HEMATOLOGIC': 3, 'ALTERATIONS': 1, 'IMPROVED': 1, 'TECHNIQUE': 1, 'DEVELOPED': 1, 'MEASURE': 1, 'ERYTHROCYTE': 5, 'HEMOLYSIS': 5, 'VITRO': 1, 'PRESENCE': 1, 'HYDROGEN': 1, 'PEROXIDE': 2, 'SUSPENSIONS': 1, 'CONTROL': 1, 'SUBJECTS': 2, 'DEMONSTRATED': 2, 'RESISTANCE': 1, 'INCUBATION': 1, 'SAMPLES': 1, 'SHOWED': 1, 'ABNORMAL': 1, 'OXIDANT': 1, 'SUSCEPTIBILITY': 1, 'EVIDENCED': 1, 'GREATER': 1, 'HEMOGLOBIN': 1, 'RELEASE': 1, 'DEGREE': 1, 'INDUCED': 1, 'RELATED': 1, 'CONCENTRATIONIN': 1, 'INVERSE': 1, 'SIGMOIDAL': 1, 'MANNER': 1, 'POSSIBILITY': 1, 'VIVO': 1, 'MEASURING': 1, 'SURVIVAL': 2, 'LABELED': 1, 'ERYTHROCYTES': 1, 'MODERATE': 1, 'STATISTICALLY': 1, 'SIGNIFICANT': 1, 'DECREASE': 1, 'MEAN': 1, 'HALF': 1, 'LIFE': 1, 'VALUE': 1, 'FOUND': 1, 'GROUP': 1, 'SHORTENED': 1, 'LIFESPAN': 1, 'COULD': 1, 'CORRECTED': 1, 'TREATMENT': 1, 'HOWEVER': 1, 'CHANGE': 1, 'UPON': 1, 'CONCLUDED': 1, 'INVARIABLY': 1, 'PROVIDED': 1, 'PATIENT': 1, 'QUESTION': 1, 'ACHYLIA': 1, 'TAKING': 1, 'SUPPLEMENTARY': 1, 'DOSES': 2, 'CONCOMITANT': 1, 'CONSISTENT': 1, 'MILD': 1, 'ANEMIA': 1, 'OCCUR': 1, 'MAY': 1, 'REVERSED': 1, 'THERAPY': 1, 'GIVEN': 1, 'CORRECT': 1}
677;{'SWEAT': 4, 'CHLORIDE': 4, 'HEALTHY': 1, 'ADULTS': 1, 'TESTED': 1, 'IONTOPHORESIS': 1, 'METHOD': 1, 'CONTROL': 1, 'MEAN': 3, 'VALUE': 3, 'PLUS': 3, 'MINUS': 3, 'MEQ': 4, 'THIRTY': 1, 'SIX': 1, 'ADULT': 4, 'PATIENTS': 11, 'BRONCHIECTASIS': 7, 'PROVED': 1, 'BRONCHOGRAPHY': 1, 'INVESTIGATED': 1, 'MUCOVISCIDOSIS': 8, 'PATIENT': 3, 'CONSIDERED': 1, 'DIAGNOSTIC': 1, 'FIVE': 2, 'PER': 6, 'CENT': 6, 'INCLUDING': 1, 'CYLINDRICAL': 2, 'TYPE': 4, 'SACCULAR': 2, 'THREE': 1, 'EMPHYSEMA': 2, 'COR': 1, 'PULMONALE': 2, 'ONE': 3, 'GROUP': 1, 'ECG': 1, 'SHOWED': 1, 'COAGULASE': 1, 'POSITIVE': 1, 'STAPH': 1, 'AUREUS': 1, 'SPUTUM': 1}
678;{'SAFETY': 1, 'ANTIGENICITY': 1, 'MONOVALENT': 1, 'BIVALENT': 1, 'NEW': 1, 'JERSEY': 1, 'HSSN': 1, 'VICTORIA': 1, 'INACTIVATED': 2, 'INFLUENZA': 1, 'VIRUS': 4, 'VACCINES': 1, 'STUDIED': 1, 'CHILDREN': 3, 'AGED': 1, 'THREE': 2, 'YEARS': 2, 'RECRUITMENT': 1, 'FAMILIES': 1, 'KNEW': 1, 'STUDY': 1, 'TEAM': 2, 'PROFESSIONALLY': 1, 'INVOLVED': 1, 'CLOSE': 1, 'CONTINUING': 1, 'CARE': 1, 'LIKELY': 1, 'VOLUNTEER': 1, 'STUDIES': 1, 'UNFAMILIAR': 1, 'INSTITUTION': 1, 'ANTIBODY': 3, 'RESPONSES': 1, 'SYSTEMIC': 1, 'REACTIONS': 1, 'OCCURRED': 2, 'OFTEN': 1, 'ADMINISTRATION': 1, 'WHOLE': 2, 'VACCINE': 4, 'SPLIT': 2, 'SIGNIFICANT': 1, 'TITERS': 1, 'GREATER': 2, 'EQUAL': 2, 'HEMAGGLUTINATION': 1, 'INHIBITING': 1, 'NORMAL': 1, 'AGE': 1, 'RECEIVED': 1, 'TWO': 1, 'DOSES': 1, 'HOWEVER': 1, 'INSUFFICIENT': 1, 'NUMBERS': 1, 'ACHIEVED': 1, 'REASONABLE': 1, 'TITER': 1, 'ONE': 1, 'DOSE': 1}
