query_number;doc_number_list;doc_score_list
61;[10, 56, 62, 63, 114, 132, 187, 195, 196, 197, 200, 226, 298, 347, 358, 370, 383, 427, 432, 434, 437, 439, 465, 481, 490, 498, 500, 501, 502, 505, 511, 517, 531, 532, 535, 565, 570, 590, 605, 668, 685, 726, 735, 738, 739, 741, 754, 763, 767, 827, 847, 864, 865, 875, 882, 912, 944, 969, 980, 990, 1040, 1079, 1092, 1093, 1098, 1188, 1207, 1208, 1234, 1236];[0.012461059190031152, 0.006230529595015576, 0.003115264797507788, 0.003115264797507788, 0.003115264797507788, 0.006230529595015576, 0.006230529595015576, 0.04361370716510903, 0.04361370716510903, 0.003115264797507788, 0.012461059190031152, 0.006230529595015576, 0.006230529595015576, 0.006230529595015576, 0.003115264797507788, 0.024922118380062305, 0.04361370716510903, 0.006230529595015576, 0.018691588785046728, 0.006230529595015576, 0.04361370716510903, 0.003115264797507788, 0.021806853582554516, 0.01557632398753894, 0.021806853582554516, 0.01557632398753894, 0.003115264797507788, 0.04361370716510903, 0.04361370716510903, 0.04361370716510903, 0.012461059190031152, 0.006230529595015576, 0.03426791277258567, 0.006230529595015576, 0.006230529595015576, 0.006230529595015576, 0.012461059190031152, 0.012461059190031152, 0.04361370716510903, 0.006230529595015576, 0.04361370716510903, 0.006230529595015576, 0.006230529595015576, 0.006230529595015576, 0.006230529595015576, 0.006230529595015576, 0.037383177570093455, 0.006230529595015576, 0.006230529595015576, 0.003115264797507788, 0.006230529595015576, 0.006230529595015576, 0.006230529595015576, 0.003115264797507788, 0.012461059190031152, 0.006230529595015576, 0.006230529595015576, 0.040498442367601244, 0.003115264797507788, 0.012461059190031152, 0.006230529595015576, 0.03426791277258567, 0.012461059190031152, 0.012461059190031152, 0.006230529595015576, 0.006230529595015576, 0.006230529595015576, 0.006230529595015576, 0.006230529595015576, 0.006230529595015576]
62;[10, 17, 24, 43, 56, 60, 62, 63, 64, 69, 72, 88, 94, 110, 144, 148, 155, 160, 182, 192, 193, 194, 197, 200, 211, 224, 226, 237, 238, 244, 267, 297, 321, 322, 330, 331, 333, 340, 348, 349, 354, 358, 359, 370, 372, 382, 383, 427, 429, 434, 437, 438, 446, 458, 459, 460, 465, 472, 473, 479, 486, 505, 537, 539, 550, 551, 558, 559, 580, 586, 590, 607, 643, 663, 677, 698, 703, 704, 722, 724, 729, 731, 734, 735, 736, 761, 763, 764, 767, 768, 783, 787, 803, 804, 806, 819, 821, 822, 837, 842, 843, 844, 845, 870, 879, 880, 882, 885, 886, 888, 889, 904, 907, 912, 913, 914, 920, 937, 941, 944, 945, 964, 969, 990, 1000, 1022, 1023, 1032, 1033, 1038, 1039, 1040, 1042, 1071, 1073, 1080, 1093, 1104, 1151, 1192, 1195, 1214, 1232, 1234];[0.0036231884057971015, 0.018115942028985508, 0.0036231884057971015, 0.0018115942028985507, 0.007246376811594203, 0.0036231884057971015, 0.0018115942028985507, 0.009057971014492754, 0.014492753623188406, 0.0036231884057971015, 0.0036231884057971015, 0.0036231884057971015, 0.0036231884057971015, 0.0018115942028985507, 0.007246376811594203, 0.025362318840579712, 0.016304347826086956, 0.0036231884057971015, 0.0018115942028985507, 0.014492753623188406, 0.018115942028985508, 0.014492753623188406, 0.009057971014492754, 0.007246376811594203, 0.0018115942028985507, 0.0018115942028985507, 0.016304347826086956, 0.0036231884057971015, 0.007246376811594203, 0.0036231884057971015, 0.007246376811594203, 0.007246376811594203, 0.0036231884057971015, 0.0036231884057971015, 0.0036231884057971015, 0.010869565217391304, 0.007246376811594203, 0.0036231884057971015, 0.010869565217391304, 0.0036231884057971015, 0.007246376811594203, 0.0036231884057971015, 0.010869565217391304, 0.021739130434782608, 0.0036231884057971015, 0.007246376811594203, 0.0036231884057971015, 0.0036231884057971015, 0.0036231884057971015, 0.0036231884057971015, 0.018115942028985508, 0.021739130434782608, 0.0036231884057971015, 0.0018115942028985507, 0.0018115942028985507, 0.0018115942028985507, 0.0018115942028985507, 0.0036231884057971015, 0.010869565217391304, 0.0018115942028985507, 0.0036231884057971015, 0.0018115942028985507, 0.0036231884057971015, 0.0018115942028985507, 0.019927536231884056, 0.0036231884057971015, 0.007246376811594203, 0.0036231884057971015, 0.0036231884057971015, 0.0036231884057971015, 0.0036231884057971015, 0.018115942028985508, 0.0036231884057971015, 0.007246376811594203, 0.0036231884057971015, 0.009057971014492754, 0.005434782608695652, 0.0036231884057971015, 0.019927536231884056, 0.010869565217391304, 0.0036231884057971015, 0.0036231884057971015, 0.0036231884057971015, 0.0036231884057971015, 0.012681159420289856, 0.007246376811594203, 0.012681159420289856, 0.007246376811594203, 0.0036231884057971015, 0.010869565217391304, 0.0036231884057971015, 0.0036231884057971015, 0.009057971014492754, 0.0018115942028985507, 0.02355072463768116, 0.0036231884057971015, 0.0036231884057971015, 0.007246376811594203, 0.012681159420289856, 0.021739130434782608, 0.0036231884057971015, 0.007246376811594203, 0.007246376811594203, 0.0036231884057971015, 0.0036231884057971015, 0.0036231884057971015, 0.010869565217391304, 0.0036231884057971015, 0.0036231884057971015, 0.010869565217391304, 0.007246376811594203, 0.009057971014492754, 0.012681159420289856, 0.0036231884057971015, 0.0036231884057971015, 0.0018115942028985507, 0.0036231884057971015, 0.0036231884057971015, 0.010869565217391304, 0.0036231884057971015, 0.0036231884057971015, 0.0036231884057971015, 0.0018115942028985507, 0.010869565217391304, 0.010869565217391304, 0.0036231884057971015, 0.010869565217391304, 0.0036231884057971015, 0.0036231884057971015, 0.0036231884057971015, 0.0036231884057971015, 0.007246376811594203, 0.0036231884057971015, 0.0036231884057971015, 0.02355072463768116, 0.007246376811594203, 0.0036231884057971015, 0.0036231884057971015, 0.016304347826086956, 0.0036231884057971015, 0.0036231884057971015, 0.010869565217391304, 0.0036231884057971015, 0.005434782608695652]
63;[1, 23, 62, 63, 166, 322, 347, 370, 374, 429, 434, 437, 438, 463, 490, 499, 500, 501, 502, 505, 592, 669, 698, 704, 724, 763, 803, 805, 821, 922, 976, 980, 1040, 1091, 1155, 1171, 1192, 1228, 1229];[0.012903225806451613, 0.0064516129032258064, 0.0064516129032258064, 0.0064516129032258064, 0.012903225806451613, 0.025806451612903226, 0.06451612903225806, 0.012903225806451613, 0.0064516129032258064, 0.09032258064516129, 0.04516129032258064, 0.0064516129032258064, 0.012903225806451613, 0.09032258064516129, 0.0064516129032258064, 0.06451612903225806, 0.0064516129032258064, 0.0064516129032258064, 0.0064516129032258064, 0.0064516129032258064, 0.01935483870967742, 0.0064516129032258064, 0.012903225806451613, 0.012903225806451613, 0.012903225806451613, 0.012903225806451613, 0.0064516129032258064, 0.01935483870967742, 0.012903225806451613, 0.012903225806451613, 0.05161290322580645, 0.0064516129032258064, 0.012903225806451613, 0.012903225806451613, 0.09032258064516129, 0.04516129032258064, 0.03870967741935484, 0.05806451612903226, 0.05806451612903226]
64;[17, 20, 22, 24, 64, 144, 148, 155, 160, 197, 227, 267, 322, 331, 349, 358, 370, 372, 382, 434, 437, 472, 550, 590, 605, 606, 674, 698, 703, 722, 724, 768, 814, 842, 844, 882, 889, 907, 944, 963, 1000, 1033, 1038, 1067, 1071, 1076, 1091, 1093, 1188, 1195];[0.028037383177570093, 0.018691588785046728, 0.06542056074766354, 0.009345794392523364, 0.037383177570093455, 0.014018691588785047, 0.014018691588785047, 0.009345794392523364, 0.009345794392523364, 0.014018691588785047, 0.004672897196261682, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.02336448598130841, 0.06542056074766354, 0.009345794392523364, 0.009345794392523364, 0.06542056074766354, 0.004672897196261682, 0.018691588785046728, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.06542056074766354, 0.06542056074766354, 0.018691588785046728, 0.009345794392523364, 0.018691588785046728, 0.009345794392523364, 0.009345794392523364, 0.018691588785046728, 0.018691588785046728, 0.009345794392523364, 0.06542056074766354, 0.009345794392523364, 0.009345794392523364, 0.009345794392523364, 0.018691588785046728, 0.018691588785046728, 0.009345794392523364, 0.06542056074766354]
65;[17, 20, 22, 24, 64, 87, 93, 132, 135, 144, 148, 155, 192, 194, 197, 206, 211, 224, 227, 238, 267, 297, 322, 323, 331, 341, 349, 358, 368, 370, 372, 383, 386, 387, 388, 437, 519, 539, 543, 546, 550, 578, 587, 597, 599, 606, 611, 629, 653, 674, 699, 722, 736, 763, 788, 803, 814, 819, 821, 833, 842, 882, 885, 886, 889, 904, 913, 963, 964, 990, 1000, 1006, 1007, 1038, 1042, 1045, 1046, 1048, 1067, 1073, 1092, 1093, 1099, 1149, 1150, 1151, 1153, 1164, 1188, 1195, 1214, 1232, 1234, 1237];[0.010452961672473868, 0.01916376306620209, 0.012195121951219513, 0.02264808362369338, 0.024390243902439025, 0.010452961672473868, 0.003484320557491289, 0.003484320557491289, 0.003484320557491289, 0.024390243902439025, 0.008710801393728223, 0.02264808362369338, 0.017421602787456445, 0.024390243902439025, 0.008710801393728223, 0.013937282229965157, 0.024390243902439025, 0.0017421602787456446, 0.003484320557491289, 0.003484320557491289, 0.003484320557491289, 0.003484320557491289, 0.003484320557491289, 0.006968641114982578, 0.006968641114982578, 0.010452961672473868, 0.01916376306620209, 0.003484320557491289, 0.01916376306620209, 0.017421602787456445, 0.020905923344947737, 0.003484320557491289, 0.003484320557491289, 0.02264808362369338, 0.02264808362369338, 0.024390243902439025, 0.003484320557491289, 0.0017421602787456446, 0.003484320557491289, 0.003484320557491289, 0.006968641114982578, 0.024390243902439025, 0.003484320557491289, 0.006968641114982578, 0.003484320557491289, 0.012195121951219513, 0.003484320557491289, 0.003484320557491289, 0.006968641114982578, 0.02264808362369338, 0.0156794425087108, 0.013937282229965157, 0.0156794425087108, 0.003484320557491289, 0.003484320557491289, 0.003484320557491289, 0.010452961672473868, 0.0017421602787456446, 0.006968641114982578, 0.003484320557491289, 0.024390243902439025, 0.003484320557491289, 0.01916376306620209, 0.01916376306620209, 0.003484320557491289, 0.017421602787456445, 0.003484320557491289, 0.003484320557491289, 0.010452961672473868, 0.006968641114982578, 0.006968641114982578, 0.003484320557491289, 0.013937282229965157, 0.024390243902439025, 0.003484320557491289, 0.013937282229965157, 0.020905923344947737, 0.005226480836236934, 0.013937282229965157, 0.024390243902439025, 0.006968641114982578, 0.003484320557491289, 0.0156794425087108, 0.003484320557491289, 0.003484320557491289, 0.01916376306620209, 0.003484320557491289, 0.003484320557491289, 0.003484320557491289, 0.01916376306620209, 0.003484320557491289, 0.003484320557491289, 0.006968641114982578, 0.02264808362369338]
66;[1, 10, 11, 13, 17, 22, 63, 100, 148, 155, 160, 166, 187, 200, 267, 322, 340, 348, 350, 370, 385, 427, 429, 434, 446, 463, 498, 558, 590, 605, 607, 630, 698, 722, 724, 731, 736, 763, 767, 771, 788, 821, 837, 882, 907, 912, 913, 944, 969, 976, 980, 990, 1004, 1098, 1104, 1109, 1134, 1155, 1192, 1194, 1195, 1214, 1226];[0.007722007722007722, 0.007722007722007722, 0.007722007722007722, 0.007722007722007722, 0.023166023166023165, 0.015444015444015444, 0.003861003861003861, 0.03088803088803089, 0.023166023166023165, 0.007722007722007722, 0.007722007722007722, 0.007722007722007722, 0.003861003861003861, 0.019305019305019305, 0.007722007722007722, 0.05405405405405406, 0.02702702702702703, 0.04633204633204633, 0.03088803088803089, 0.04633204633204633, 0.007722007722007722, 0.007722007722007722, 0.05405405405405406, 0.04633204633204633, 0.007722007722007722, 0.03088803088803089, 0.007722007722007722, 0.015444015444015444, 0.007722007722007722, 0.007722007722007722, 0.007722007722007722, 0.007722007722007722, 0.02702702702702703, 0.015444015444015444, 0.015444015444015444, 0.007722007722007722, 0.015444015444015444, 0.023166023166023165, 0.007722007722007722, 0.007722007722007722, 0.007722007722007722, 0.023166023166023165, 0.003861003861003861, 0.015444015444015444, 0.007722007722007722, 0.007722007722007722, 0.007722007722007722, 0.023166023166023165, 0.003861003861003861, 0.003861003861003861, 0.003861003861003861, 0.015444015444015444, 0.003861003861003861, 0.007722007722007722, 0.007722007722007722, 0.007722007722007722, 0.007722007722007722, 0.03474903474903475, 0.05405405405405406, 0.015444015444015444, 0.007722007722007722, 0.007722007722007722, 0.007722007722007722]
67;[43, 61, 148, 354, 370, 472, 473, 519, 724, 764, 842, 910, 914, 1234];[0.014705882352941176, 0.029411764705882353, 0.17647058823529413, 0.029411764705882353, 0.11764705882352941, 0.11764705882352941, 0.014705882352941176, 0.014705882352941176, 0.058823529411764705, 0.029411764705882353, 0.058823529411764705, 0.1323529411764706, 0.14705882352941177, 0.058823529411764705]
68;[11, 64, 90, 135, 195, 206, 297, 327, 331, 341, 349, 358, 359, 370, 437, 438, 543, 546, 550, 607, 632, 734, 819, 826, 838, 882, 889, 904, 913, 944, 964, 969, 1000, 1003, 1040, 1046, 1048, 1093, 1099, 1134, 1149, 1150, 1164, 1172, 1234];[0.005263157894736842, 0.010526315789473684, 0.04736842105263158, 0.010526315789473684, 0.05263157894736842, 0.05789473684210526, 0.010526315789473684, 0.010526315789473684, 0.010526315789473684, 0.015789473684210527, 0.06315789473684211, 0.010526315789473684, 0.010526315789473684, 0.010526315789473684, 0.010526315789473684, 0.042105263157894736, 0.07368421052631578, 0.031578947368421054, 0.010526315789473684, 0.010526315789473684, 0.010526315789473684, 0.031578947368421054, 0.010526315789473684, 0.010526315789473684, 0.010526315789473684, 0.010526315789473684, 0.021052631578947368, 0.03684210526315789, 0.010526315789473684, 0.010526315789473684, 0.04736842105263158, 0.010526315789473684, 0.010526315789473684, 0.07368421052631578, 0.010526315789473684, 0.021052631578947368, 0.015789473684210527, 0.021052631578947368, 0.04736842105263158, 0.005263157894736842, 0.010526315789473684, 0.010526315789473684, 0.02631578947368421, 0.010526315789473684, 0.010526315789473684]
69;[193, 326, 327, 359, 363, 370, 438, 550, 703, 724, 837, 907, 944, 1000, 1234];[0.11965811965811966, 0.017094017094017096, 0.03418803418803419, 0.09401709401709402, 0.1111111111111111, 0.07692307692307693, 0.1111111111111111, 0.017094017094017096, 0.11965811965811966, 0.017094017094017096, 0.017094017094017096, 0.11965811965811966, 0.042735042735042736, 0.05982905982905983, 0.042735042735042736]
70;[17, 327, 340, 370, 438, 698, 722, 804, 837, 944, 952, 1000, 1009, 1032, 1104, 1232, 1234];[0.007462686567164179, 0.029850746268656716, 0.1044776119402985, 0.06716417910447761, 0.08208955223880597, 0.1044776119402985, 0.007462686567164179, 0.1044776119402985, 0.014925373134328358, 0.03731343283582089, 0.007462686567164179, 0.05223880597014925, 0.1044776119402985, 0.1044776119402985, 0.1044776119402985, 0.014925373134328358, 0.05223880597014925]
71;[11, 56, 148, 327, 370, 547];[0.08333333333333333, 0.08333333333333333, 0.5833333333333334, 0.08333333333333333, 0.08333333333333333, 0.08333333333333333]
72;[58, 250, 323, 333, 682, 683, 732, 733, 837, 941, 1000, 1019, 1125];[0.08571428571428572, 0.02857142857142857, 0.14285714285714285, 0.02857142857142857, 0.18571428571428572, 0.12857142857142856, 0.2, 0.05714285714285714, 0.02857142857142857, 0.02857142857142857, 0.02857142857142857, 0.02857142857142857, 0.02857142857142857]
73;[50, 224, 227, 359, 370, 438, 629, 630, 724, 806, 843, 844, 990, 1000, 1093, 1228, 1229, 1234];[0.0979020979020979, 0.07692307692307693, 0.0979020979020979, 0.07692307692307693, 0.04895104895104895, 0.07692307692307693, 0.06993006993006994, 0.0979020979020979, 0.013986013986013986, 0.04895104895104895, 0.0979020979020979, 0.0979020979020979, 0.013986013986013986, 0.013986013986013986, 0.027972027972027972, 0.013986013986013986, 0.013986013986013986, 0.013986013986013986]
74;[148, 370, 724, 910, 914, 1000, 1093];[0.20408163265306123, 0.04081632653061224, 0.08163265306122448, 0.2653061224489796, 0.2857142857142857, 0.04081632653061224, 0.08163265306122448]
75;[100, 241, 273, 316, 348, 354, 359, 370, 446, 519, 587, 597, 751, 757, 837, 944, 1043, 1047, 1110, 1234, 1235];[0.0196078431372549, 0.049019607843137254, 0.0392156862745098, 0.13725490196078433, 0.0392156862745098, 0.0392156862745098, 0.06862745098039216, 0.08823529411764706, 0.13725490196078433, 0.0392156862745098, 0.0392156862745098, 0.0196078431372549, 0.029411764705882353, 0.0196078431372549, 0.0196078431372549, 0.049019607843137254, 0.0196078431372549, 0.0196078431372549, 0.0784313725490196, 0.0392156862745098, 0.00980392156862745]
76;[329, 330, 359, 370, 437, 438, 606, 731, 882, 889, 1007, 1023, 1039, 1048, 1080, 1134, 1188];[0.02531645569620253, 0.012658227848101266, 0.0379746835443038, 0.0379746835443038, 0.1518987341772152, 0.0759493670886076, 0.17721518987341772, 0.02531645569620253, 0.02531645569620253, 0.02531645569620253, 0.10126582278481013, 0.02531645569620253, 0.02531645569620253, 0.05063291139240506, 0.02531645569620253, 0.02531645569620253, 0.1518987341772152]
77;[25, 27, 31, 50, 90, 128, 135, 148, 168, 195, 197, 224, 226, 227, 267, 297, 298, 321, 323, 326, 327, 329, 330, 333, 359, 370, 428, 437, 438, 542, 546, 550, 551, 558, 586, 592, 629, 630, 663, 722, 724, 729, 731, 734, 735, 754, 806, 826, 837, 839, 843, 844, 845, 879, 882, 889, 912, 937, 939, 941, 944, 963, 990, 1006, 1012, 1023, 1034, 1035, 1040, 1080, 1092, 1093, 1134, 1138, 1149, 1150, 1152, 1153, 1188, 1220, 1232, 1234];[0.005952380952380952, 0.027777777777777776, 0.003968253968253968, 0.003968253968253968, 0.01984126984126984, 0.011904761904761904, 0.005952380952380952, 0.003968253968253968, 0.003968253968253968, 0.023809523809523808, 0.003968253968253968, 0.021825396825396824, 0.003968253968253968, 0.015873015873015872, 0.003968253968253968, 0.003968253968253968, 0.003968253968253968, 0.003968253968253968, 0.027777777777777776, 0.003968253968253968, 0.01984126984126984, 0.015873015873015872, 0.00992063492063492, 0.003968253968253968, 0.021825396825396824, 0.017857142857142856, 0.003968253968253968, 0.023809523809523808, 0.023809523809523808, 0.007936507936507936, 0.027777777777777776, 0.003968253968253968, 0.003968253968253968, 0.003968253968253968, 0.003968253968253968, 0.005952380952380952, 0.027777777777777776, 0.023809523809523808, 0.003968253968253968, 0.007936507936507936, 0.003968253968253968, 0.003968253968253968, 0.007936507936507936, 0.027777777777777776, 0.007936507936507936, 0.027777777777777776, 0.003968253968253968, 0.003968253968253968, 0.003968253968253968, 0.003968253968253968, 0.025793650793650792, 0.025793650793650792, 0.007936507936507936, 0.003968253968253968, 0.007936507936507936, 0.007936507936507936, 0.003968253968253968, 0.003968253968253968, 0.017857142857142856, 0.003968253968253968, 0.007936507936507936, 0.015873015873015872, 0.007936507936507936, 0.027777777777777776, 0.027777777777777776, 0.003968253968253968, 0.027777777777777776, 0.027777777777777776, 0.003968253968253968, 0.003968253968253968, 0.007936507936507936, 0.007936507936507936, 0.003968253968253968, 0.021825396825396824, 0.017857142857142856, 0.013888888888888888, 0.025793650793650792, 0.025793650793650792, 0.003968253968253968, 0.027777777777777776, 0.003968253968253968, 0.013888888888888888]
78;[61, 65, 82, 90, 93, 135, 146, 152, 159, 161, 179, 184, 188, 238, 253, 255, 265, 282, 315, 320, 321, 326, 330, 333, 359, 370, 373, 427, 438, 451, 452, 459, 460, 479, 556, 648, 663, 680, 686, 696, 718, 722, 724, 731, 734, 753, 800, 802, 838, 884, 889, 912, 944, 945, 1010, 1015, 1019, 1021, 1042, 1065, 1069, 1071, 1078, 1081, 1086, 1089, 1090, 1091, 1093, 1111, 1112, 1118, 1179, 1180, 1181, 1227, 1234];[0.0219435736677116, 0.003134796238244514, 0.006269592476489028, 0.003134796238244514, 0.003134796238244514, 0.006269592476489028, 0.018808777429467086, 0.012539184952978056, 0.034482758620689655, 0.006269592476489028, 0.012539184952978056, 0.006269592476489028, 0.006269592476489028, 0.003134796238244514, 0.025078369905956112, 0.03761755485893417, 0.006269592476489028, 0.012539184952978056, 0.003134796238244514, 0.0438871473354232, 0.003134796238244514, 0.003134796238244514, 0.003134796238244514, 0.003134796238244514, 0.006269592476489028, 0.018808777429467086, 0.03761755485893417, 0.009404388714733543, 0.01567398119122257, 0.006269592476489028, 0.034482758620689655, 0.025078369905956112, 0.006269592476489028, 0.003134796238244514, 0.009404388714733543, 0.006269592476489028, 0.003134796238244514, 0.0438871473354232, 0.0219435736677116, 0.006269592476489028, 0.006269592476489028, 0.006269592476489028, 0.006269592476489028, 0.006269592476489028, 0.006269592476489028, 0.003134796238244514, 0.006269592476489028, 0.03761755485893417, 0.003134796238244514, 0.006269592476489028, 0.006269592476489028, 0.003134796238244514, 0.006269592476489028, 0.003134796238244514, 0.012539184952978056, 0.006269592476489028, 0.003134796238244514, 0.0438871473354232, 0.012539184952978056, 0.003134796238244514, 0.006269592476489028, 0.018808777429467086, 0.012539184952978056, 0.012539184952978056, 0.012539184952978056, 0.012539184952978056, 0.012539184952978056, 0.0219435736677116, 0.012539184952978056, 0.0438871473354232, 0.003134796238244514, 0.006269592476489028, 0.01567398119122257, 0.01567398119122257, 0.0438871473354232, 0.012539184952978056, 0.009404388714733543]
79;[65, 75, 123, 132, 135, 146, 148, 179, 184, 255, 315, 320, 330, 333, 359, 370, 373, 384, 427, 438, 452, 648, 650, 663, 826, 829, 838, 882, 912, 923, 944, 945, 1000, 1010, 1023, 1065, 1082, 1089, 1091, 1112, 1179, 1181, 1234];[0.005494505494505495, 0.01098901098901099, 0.04945054945054945, 0.01098901098901099, 0.016483516483516484, 0.02197802197802198, 0.01098901098901099, 0.01098901098901099, 0.01098901098901099, 0.005494505494505495, 0.01098901098901099, 0.054945054945054944, 0.016483516483516484, 0.01098901098901099, 0.03296703296703297, 0.01098901098901099, 0.03296703296703297, 0.04395604395604396, 0.005494505494505495, 0.04945054945054945, 0.005494505494505495, 0.04395604395604396, 0.06593406593406594, 0.005494505494505495, 0.02197802197802198, 0.01098901098901099, 0.005494505494505495, 0.01098901098901099, 0.005494505494505495, 0.03296703296703297, 0.02197802197802198, 0.04395604395604396, 0.01098901098901099, 0.01098901098901099, 0.01098901098901099, 0.005494505494505495, 0.04945054945054945, 0.01098901098901099, 0.016483516483516484, 0.07692307692307693, 0.016483516483516484, 0.07692307692307693, 0.016483516483516484]
80;[61, 135, 152, 159, 238, 330, 333, 427, 438, 451, 452, 453, 458, 459, 460, 612, 663, 696, 722, 753, 800, 884, 912, 945, 1010, 1042, 1065, 1071, 1078, 1091, 1179, 1180, 1227, 1234];[0.014598540145985401, 0.0072992700729927005, 0.0072992700729927005, 0.021897810218978103, 0.029197080291970802, 0.014598540145985401, 0.021897810218978103, 0.0072992700729927005, 0.0072992700729927005, 0.014598540145985401, 0.0072992700729927005, 0.0072992700729927005, 0.0948905109489051, 0.0072992700729927005, 0.10218978102189781, 0.014598540145985401, 0.0072992700729927005, 0.072992700729927, 0.014598540145985401, 0.072992700729927, 0.051094890510948905, 0.014598540145985401, 0.014598540145985401, 0.0364963503649635, 0.014598540145985401, 0.0364963503649635, 0.0072992700729927005, 0.021897810218978103, 0.0948905109489051, 0.0072992700729927005, 0.0072992700729927005, 0.0072992700729927005, 0.10218978102189781, 0.0364963503649635]
81;[31, 90, 93, 132, 135, 195, 253, 321, 326, 359, 370, 438, 542, 546, 550, 551, 586, 592, 729, 731, 734, 941, 944, 990, 1092, 1134, 1232, 1234];[0.015503875968992248, 0.046511627906976744, 0.015503875968992248, 0.015503875968992248, 0.015503875968992248, 0.015503875968992248, 0.015503875968992248, 0.10852713178294573, 0.046511627906976744, 0.015503875968992248, 0.05426356589147287, 0.06976744186046512, 0.06976744186046512, 0.09302325581395349, 0.015503875968992248, 0.015503875968992248, 0.015503875968992248, 0.015503875968992248, 0.015503875968992248, 0.015503875968992248, 0.10852713178294573, 0.031007751937984496, 0.015503875968992248, 0.031007751937984496, 0.07751937984496124, 0.015503875968992248, 0.015503875968992248, 0.015503875968992248]
82;[25, 31, 90, 93, 132, 135, 148, 152, 159, 189, 195, 197, 238, 253, 297, 321, 326, 327, 330, 331, 333, 359, 370, 427, 438, 458, 542, 543, 546, 550, 551, 586, 592, 722, 724, 729, 731, 734, 826, 837, 845, 879, 882, 889, 904, 912, 937, 941, 944, 952, 963, 990, 1000, 1003, 1040, 1078, 1092, 1150, 1188, 1227, 1232, 1234];[0.04560260586319218, 0.013029315960912053, 0.04560260586319218, 0.04560260586319218, 0.006514657980456026, 0.04234527687296417, 0.006514657980456026, 0.013029315960912053, 0.019543973941368076, 0.006514657980456026, 0.006514657980456026, 0.006514657980456026, 0.006514657980456026, 0.035830618892508145, 0.006514657980456026, 0.04560260586319218, 0.04560260586319218, 0.026058631921824105, 0.006514657980456026, 0.006514657980456026, 0.006514657980456026, 0.035830618892508145, 0.029315960912052116, 0.006514657980456026, 0.04560260586319218, 0.013029315960912053, 0.029315960912052116, 0.019543973941368076, 0.04234527687296417, 0.006514657980456026, 0.006514657980456026, 0.006514657980456026, 0.006514657980456026, 0.006514657980456026, 0.006514657980456026, 0.006514657980456026, 0.006514657980456026, 0.04234527687296417, 0.006514657980456026, 0.006514657980456026, 0.006514657980456026, 0.006514657980456026, 0.006514657980456026, 0.006514657980456026, 0.006514657980456026, 0.006514657980456026, 0.006514657980456026, 0.013029315960912053, 0.009771986970684038, 0.006514657980456026, 0.03908794788273615, 0.006514657980456026, 0.006514657980456026, 0.03257328990228013, 0.006514657980456026, 0.006514657980456026, 0.006514657980456026, 0.006514657980456026, 0.006514657980456026, 0.006514657980456026, 0.006514657980456026, 0.02280130293159609]
83;[18, 166, 187, 238, 366, 370, 394, 427, 430, 432, 447, 463, 501, 505, 517, 550, 590, 609, 668, 767, 905, 912, 988, 989, 1074, 1077, 1091, 1102, 1143, 1170, 1171, 1203];[0.0990990990990991, 0.10810810810810811, 0.018018018018018018, 0.009009009009009009, 0.009009009009009009, 0.05405405405405406, 0.009009009009009009, 0.009009009009009009, 0.018018018018018018, 0.09009009009009009, 0.02702702702702703, 0.018018018018018018, 0.018018018018018018, 0.02702702702702703, 0.018018018018018018, 0.018018018018018018, 0.036036036036036036, 0.018018018018018018, 0.018018018018018018, 0.036036036036036036, 0.018018018018018018, 0.018018018018018018, 0.009009009009009009, 0.009009009009009009, 0.009009009009009009, 0.02702702702702703, 0.009009009009009009, 0.06306306306306306, 0.07207207207207207, 0.009009009009009009, 0.009009009009009009, 0.09009009009009009]
84;[8, 160, 333, 346, 384, 555, 590, 778, 837, 912, 922, 952, 986, 1086, 1112, 1179];[0.10416666666666667, 0.25, 0.020833333333333332, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.041666666666666664, 0.08333333333333333, 0.020833333333333332, 0.0625, 0.041666666666666664, 0.08333333333333333, 0.041666666666666664]
85;[29, 58, 88, 98, 179, 200, 202, 250, 370, 427, 432, 438, 469, 475, 589, 590, 724, 732, 733, 888, 912, 941, 969, 982, 983, 1018, 1019, 1022, 1036, 1065, 1118];[0.07874015748031496, 0.05511811023622047, 0.015748031496062992, 0.015748031496062992, 0.031496062992125984, 0.047244094488188976, 0.07086614173228346, 0.007874015748031496, 0.031496062992125984, 0.031496062992125984, 0.015748031496062992, 0.015748031496062992, 0.015748031496062992, 0.07086614173228346, 0.015748031496062992, 0.015748031496062992, 0.015748031496062992, 0.015748031496062992, 0.015748031496062992, 0.015748031496062992, 0.015748031496062992, 0.015748031496062992, 0.015748031496062992, 0.07086614173228346, 0.007874015748031496, 0.11023622047244094, 0.007874015748031496, 0.015748031496062992, 0.015748031496062992, 0.015748031496062992, 0.11023622047244094]
